DsCompetition,NaAsset,DsAsset,QtMinutesDuration
Gimnasia,"Campeonato de España, clubes y Nacional Base - Sábado","El Polideportivo Huerta del Rey de Valladolid, acoge el Campeonato de España, clubes y Nacional Base de Trampolín 2020.",729.00
Gimnasia,"Campeonato de España, clubes y Nacional Base - Sábado: Parte 1","El Polideportivo Huerta del Rey de Valladolid, acoge el Campeonato de España, clubes y Nacional Base de Trampolín 2020.",372.88
Gimnasia,"Campeonato de España, clubes y Nacional Base - Sábado: Parte 2","El Polideportivo Huerta del Rey de Valladolid, acoge el Campeonato de España, clubes y Nacional Base de Trampolín 2020.",118.43
Gimnasia,"Campeonato de España, clubes y Nacional Base - Sábado: Parte 3","El Polideportivo Huerta del Rey de Valladolid, acoge el Campeonato de España, clubes y Nacional Base de Trampolín 2020.",210.30
Gimnasia,"Campeonato de España, clubes y Nacional Base – Viernes","El Polideportivo Huerta del Rey de Valladolid, acoge el Campeonato de España, clubes y Nacional Base de Trampolín 2020.",435.00
Gimnasia,"Campeonato de España, clubes y Nacional Base – Viernes: Parte 1","El Polideportivo Huerta del Rey de Valladolid, acoge el Campeonato de España, clubes y Nacional Base de Trampolín 2020.",211.25
Gimnasia,"Campeonato de España, clubes y Nacional Base – Viernes: Parte 2","El Polideportivo Huerta del Rey de Valladolid, acoge el Campeonato de España, clubes y Nacional Base de Trampolín 2020.",211.92
Gimnasia,Campeonato de España: Parte 1,El Polideportivo Pisuerga de Valladolid acoge el Campeonato de España de Gimnasia Acrobática.,271.25
Gimnasia,Campeonato de España: Parte 1,El Centro Nacional Colonial Sport de Valencia acoge el Campeonato de España de Gimnasia Aeróbica 2020.,100.43
Gimnasia,Campeonato de España: Parte 2,El Polideportivo Pisuerga de Valladolid acoge el Campeonato de España de Gimnasia Acrobática.,372.37
Gimnasia,Campeonato de España: Parte 2,El Centro Nacional Colonial Sport de Valencia acoge el Campeonato de España de Gimnasia Aeróbica 2020.,194.18
Gimnasia,Campeonato de España: Parte 3,El Centro Nacional Colonial Sport de Valencia acoge el Campeonato de España de Gimnasia Aeróbica 2020.,225.18
Gimnasia,Campeonatos de España de Gimnasia Rítmica: Domingo,Campeonatos de España de Gimnasia Rítmica: Domingo,0.00
Gimnasia,Campeonatos de España de Gimnasia Rítmica: Jueves mañana,Competición Copa Base Individual: categorías Alevín y Juvenil.,0.00
Gimnasia,Campeonatos de España de Gimnasia Rítmica: Jueves mañana,Campeonatos de España de Gimnasia Rítmica: Jueves mañana,0.00
Gimnasia,Campeonatos de España de Gimnasia Rítmica: Jueves tarde,Campeonatos de España de Gimnasia Rítmica: Jueves tarde,0.00
Gimnasia,Campeonatos de España de Gimnasia Rítmica: Miércoles,Competición Copa Base Individual: categorías Cadete e Infantil.,0.00
Gimnasia,Campeonatos de España de Gimnasia Rítmica: Miércoles,Campeonatos de España de Gimnasia Rítmica: Miércoles,0.00
Gimnasia,Campeonatos de España de Gimnasia Rítmica: Sábado,Campeonatos de España de Gimnasia Rítmica: Sábado,0.00
Gimnasia,Campeonatos de España de Gimnasia Rítmica: Viernes mañana,Campeonatos de España de Gimnasia Rítmica: Viernes mañana,0.00
Gimnasia,Campeonatos de España de Gimnasia Rítmica: Viernes tarde,Campeonatos de España de Gimnasia Rítmica: Viernes tarde,0.00
Gimnasia,Campeón de España de Conjuntos GR 2019 Alevin: Alcoi,"Ejercicio de Alcoi (CVA) en la Campeonato de España de conjuntos Gimnasia Rítmica, Zaragoza,  2019.",2.03
Gimnasia,Campeón de España de Conjuntos GR 2019 Benjamin: Lliria,"Ejercicio de Lliria (CVA) en la Campeonato de España de conjuntos Gimnasia Rítmica, Zaragoza, 2019.",2.00
Gimnasia,Campeón de España de Conjuntos GR 2019 Infantil: Sakoneta,"Ejercicio de Sakoneta (PVA) en la Campeonato de España de conjuntos Gimnasia Rítmica, Zaragoza, 2019.",2.55
Gimnasia,Campeón de España de Conjuntos GR 2019 Junior: Palas EC,"Ejercicio de Palas EC (CLM) en la Campeonato de España de conjuntos Gimnasia Rítmica, Zaragoza, 2019.",2.50
Gimnasia,Campeón de España de Conjuntos GR 2019 Primera: Cronos,"Ejercicio de Cronos (MUR) en la Campeonato de España de conjuntos Gimnasia Rítmica, Zaragoza, 2019.",2.52
Gimnasia,Campeón de España de Conjuntos GR 2019 Senior: Lagunak,"Ejercicio de SM Lagunak M (NAV) en la Campeonato de España de conjuntos Gimnasia Rítmica, Zaragoza, 2019.",2.50
Gimnasia,Control Liga Iberdrola - Sábado mañana,La ciudad de Huesca acoge la fase de control de la Liga Iberdrola de Gimnasia Rítmica.,307.52
Gimnasia,Control Liga Iberdrola - Sábado mañana,La ciudad de Huesca acoge la fase de control de la Liga Iberdrola de Gimnasia Rítmica.,310.00
Gimnasia,Control Liga Iberdrola - Sábado tarde,La ciudad de Huesca acoge la fase de control de la Liga Iberdrola de Gimnasia Rítmica.,324.92
Gimnasia,Control Liga Iberdrola - Sábado tarde,La ciudad de Huesca acoge la fase de control de la Liga Iberdrola de Gimnasia Rítmica.,330.00
Gimnasia,Control Liga de Clubes Iberdrola - Domingo mañana,El Palacio de los Deportes y Congresos de Platja D’Aro en Girona acoge el Control Liga de Clubes Iberdrola de Gimnasia Rítmica 2023.,0.00
Gimnasia,Control Liga de Clubes Iberdrola - Domingo mañana,El Palacio de los Deportes y Congresos de Platja D’Aro en Girona acoge el Control Liga de Clubes Iberdrola de Gimnasia Rítmica 2023. ,338.00
Gimnasia,Control Liga de Clubes Iberdrola - Domingo tarde,El Palacio de los Deportes y Congresos de Platja D’Aro en Girona acoge el Control Liga de Clubes Iberdrola de Gimnasia Rítmica 2023.,0.00
Gimnasia,Control Liga de Clubes Iberdrola - Domingo tarde,El Palacio de los Deportes y Congresos de Platja D’Aro en Girona acoge el Control Liga de Clubes Iberdrola de Gimnasia Rítmica 2023. ,380.00
Gimnasia,Copa Base Conjuntos - Infantil y Alevín,El Palacio de los Deportes de Santander acoge la Copa Base de Conjuntos de Gimnasia Rítmica 2023. En esta jornada se celebran las competiciones de las categorías Infantil y Alevín. ,0.00
Gimnasia,Copa Base Conjuntos - Infantil y Alevín,El Palacio de los Deportes de Santander acoge la Copa Base de Conjuntos de Gimnasia Rítmica 2023. En esta jornada se celebran las competiciones de las categorías Infantil y Alevín.,345.00
Gimnasia,Copa Base Conjuntos - Juvenil y Cadete,El Palacio de los Deportes de Santander acoge la Copa Base de Conjuntos de Gimnasia Rítmica 2023. En esta jornada se celebran las competiciones de las categorías Juvenil y Cadete. ,351.70
Gimnasia,Copa Base Conjuntos - Juvenil y Cadete,El Palacio de los Deportes de Santander acoge la Copa Base de Conjuntos de Gimnasia Rítmica 2023. En esta jornada se celebran las competiciones de las categorías Juvenil y Cadete.,355.00
Gimnasia,"Copa Base Conjuntos - Juvenil, Prebenjamín y Benjamín","El Palacio de los Deportes de Santander acoge la Copa Base de Conjuntos de Gimnasia Rítmica 2023. En esta jornada se celebran las competiciones de las categorías  Juvenil, Prebenjamín y Benjamín. ",0.00
Gimnasia,"Copa Base Conjuntos - Juvenil, Prebenjamín y Benjamín","El Palacio de los Deportes de Santander acoge la Copa Base de Conjuntos de Gimnasia Rítmica 2023. En esta jornada se celebran las competiciones de las categorías  Juvenil, Prebenjamín y Benjamín.",185.00
Gimnasia,Copa Base Conjuntos – Lunes mañana,El Polideportivo Pisuerga de Valladolid acoge la Copa Base Conjuntos de Gimnasia Rítmica 2021.,272.85
Gimnasia,Copa Base Conjuntos – Lunes mañana,El Polideportivo Pisuerga de Valladolid acoge la Copa Base Conjuntos de Gimnasia Rítmica 2021.,274.00
Gimnasia,Copa Base Conjuntos – Lunes tarde,El Polideportivo Pisuerga de Valladolid acoge la Copa Base Conjuntos de Gimnasia Rítmica 2021.,346.55
Gimnasia,Copa Base Conjuntos – Lunes tarde,El Polideportivo Pisuerga de Valladolid acoge la Copa Base Conjuntos de Gimnasia Rítmica 2021.,354.00
Gimnasia,Copa Base Conjuntos – Martes mañana,El Polideportivo Pisuerga de Valladolid acoge la Copa Base Conjuntos de Gimnasia Rítmica 2021.,188.90
Gimnasia,Copa Base Conjuntos – Martes mañana,El Polideportivo Pisuerga de Valladolid acoge la Copa Base Conjuntos de Gimnasia Rítmica 2021.,197.00
Gimnasia,Copa Base Individual - Infantil y Alevín,El Palacio Municipal de los Deportes de Huesca acoge la Copa Base Individual de Gimnasia Rítmica 2023. En esta jornada se celebran las competiciones de las categorías Infantil y Alevín.,0.00
Gimnasia,Copa Base Individual - Infantil y Alevín,El Palacio Municipal de los Deportes de Huesca acoge la Copa Base Individual de Gimnasia Rítmica 2023. En esta jornada se celebran las competiciones de las categorías Infantil y Alevín.,405.00
Gimnasia,Copa Base Individual - Jueves mañana,"El Polideportivo Pisuerga-Valladolid acoge el Nacional Base Conjuntos, la Copa Base Individual y la 3ª Fase de la Copa de España Conjuntos de Gimnasia Rítmica.",343.40
Gimnasia,Copa Base Individual - Jueves mañana,"El Polideportivo Pisuerga-Valladolid acoge el Nacional Base Conjuntos, la Copa Base Individual y la 3ª Fase de la Copa de España Conjuntos de Gimnasia Rítmica.",343.00
Gimnasia,Copa Base Individual - Juvenil y Cadete,El Palacio Municipal de los Deportes de Huesca acoge la Copa Base Individual de Gimnasia Rítmica 2023. En esta jornada se celebran las competiciones de las categorías Juvenil y Cadete.,0.00
Gimnasia,Copa Base Individual - Juvenil y Cadete,El Palacio Municipal de los Deportes de Huesca acoge la Copa Base Individual de Gimnasia Rítmica 2023. En esta jornada se celebran las competiciones de las categorías Juvenil y Cadete.,425.00
Gimnasia,Copa Base Individual - Miércoles mañana,"El Polideportivo Pisuerga-Valladolid acoge el Nacional Base Conjuntos, la Copa Base Individual y la 3ª Fase de la Copa de España Conjuntos de Gimnasia Rítmica.",193.05
Gimnasia,Copa Base Individual - Miércoles mañana,"El Polideportivo Pisuerga-Valladolid acoge el Nacional Base Conjuntos, la Copa Base Individual y la 3ª Fase de la Copa de España Conjuntos de Gimnasia Rítmica.",197.00
Gimnasia,Copa Base Individual - Miércoles tarde,"El Polideportivo Pisuerga-Valladolid acoge el Nacional Base Conjuntos, la Copa Base Individual y la 3ª Fase de la Copa de España Conjuntos de Gimnasia Rítmica.",307.07
Gimnasia,Copa Base Individual - Miércoles tarde,"El Polideportivo Pisuerga-Valladolid acoge el Nacional Base Conjuntos, la Copa Base Individual y la 3ª Fase de la Copa de España Conjuntos de Gimnasia Rítmica.",310.00
Gimnasia,Copa Base Individual - Prebenjamín y Benjamín,El Palacio Municipal de los Deportes de Huesca acoge la Copa Base Individual de Gimnasia Rítmica 2023. En esta jornada se celebran las competiciones de las categorías Prebenjamín y Benjamín.,0.00
Gimnasia,Copa Base Individual - Prebenjamín y Benjamín,El Palacio Municipal de los Deportes de Huesca acoge la Copa Base Individual de Gimnasia Rítmica 2023. En esta jornada se celebran las competiciones de las categorías Prebenjamín y Benjamín.,200.00
Gimnasia,Copa Base Individual: Infantil y Alevín,El Pabellón Príncipe Felipe de Zaragoza acoge el Campeonato de España de Conjuntos y la Copa Base Individual Gimnasia Rítmica de 2022.,0.00
Gimnasia,Copa Base Individual: Infantil y Alevín,El Pabellón Príncipe Felipe de Zaragoza acoge el Campeonato de España de Conjuntos y la Copa Base Individual Gimnasia Rítmica de 2022.,368.00
Gimnasia,Copa Base Individual: Juvenil y Cadete,El Pabellón Príncipe Felipe de Zaragoza acoge el Campeonato de España de Conjuntos y la Copa Base Individual Gimnasia Rítmica de 2022.,0.00
Gimnasia,Copa Base Individual: Juvenil y Cadete,El Pabellón Príncipe Felipe de Zaragoza acoge el Campeonato de España de Conjuntos y la Copa Base Individual Gimnasia Rítmica de 2022.,345.00
Gimnasia,Copa Base Individual: Prebenjamín y Benjamín,El Pabellón Príncipe Felipe de Zaragoza acoge el Campeonato de España de Conjuntos y la Copa Base Individual Gimnasia Rítmica de 2022.,0.00
Gimnasia,Copa Base Individual: Prebenjamín y Benjamín,El Pabellón Príncipe Felipe de Zaragoza acoge el Campeonato de España de Conjuntos y la Copa Base Individual Gimnasia Rítmica de 2022.,173.00
Gimnasia,Copa Base conjuntos - Jueves,El Centro Nacional Colonial Sport de Valencia acoge la Copa Base conjuntos de Gimnasia Rítmica.,415.83
Gimnasia,Copa Base conjuntos - Jueves,El Centro Nacional Colonial Sport de Valencia acoge la Copa Base conjuntos de Gimnasia Rítmica.,414.00
Gimnasia,Copa Base conjuntos - Viernes,El Centro Nacional Colonial Sport de Valencia acoge la Copa Base conjuntos de Gimnasia Rítmica.,620.00
Gimnasia,Copa Base conjuntos - Viernes mañana,El Centro Nacional Colonial Sport de Valencia acoge la Copa Base conjuntos de Gimnasia Rítmica.,387.38
Gimnasia,Copa Base conjuntos - Viernes tarde,El Centro Nacional Colonial Sport de Valencia acoge la Copa Base conjuntos de Gimnasia Rítmica.,182.43
Gimnasia,Copa Base de Conjuntos - Jueves tarde,"El Palacio de los Deportes de Santander acoge la Copa Base de Conjuntos, la 1º Fase de la Copa de España de Conjuntos, la Copa de la Reina individual y la Copa de España Masculina de Gimnasia Rítmica. 
",353.90
Gimnasia,Copa Base de Conjuntos - Jueves tarde,"El Palacio de los Deportes de Santander acoge la Copa Base de Conjuntos, la 1º Fase de la Copa de España de Conjuntos, la Copa de la Reina individual y la Copa de España Masculina de Gimnasia Rítmica. 
",357.00
Gimnasia,Copa Base de Conjuntos - Viernes mañana,"El Palacio de los Deportes de Santander acoge la Copa Base de Conjuntos, la 1º Fase de la Copa de España de Conjuntos, la Copa de la Reina individual y la Copa de España Masculina de Gimnasia Rítmica. 
",266.67
Gimnasia,Copa Base de Conjuntos - Viernes mañana,"El Palacio de los Deportes de Santander acoge la Copa Base de Conjuntos, la 1º Fase de la Copa de España de Conjuntos, la Copa de la Reina individual y la Copa de España Masculina de Gimnasia Rítmica. 
",305.00
Gimnasia,Copa Base de Conjuntos - Viernes tarde,"El Palacio de los Deportes de Santander acoge la Copa Base de Conjuntos, la 1º Fase de la Copa de España de Conjuntos, la Copa de la Reina individual y la Copa de España Masculina de Gimnasia Rítmica. 
",155.02
Gimnasia,Copa Base de Conjuntos - Viernes tarde,"El Palacio de los Deportes de Santander acoge la Copa Base de Conjuntos, la 1º Fase de la Copa de España de Conjuntos, la Copa de la Reina individual y la Copa de España Masculina de Gimnasia Rítmica. 
",170.00
Gimnasia,Copa España Conjuntos Iberdrola GR,"Pamplona acoge la tercera fase de la Copa España Conjuntos de Gimnasia Rítmica 2023. Disfruta de las competiciones en las categorías Sénior Aros y Pelotas, Júnior Cintas y Pelotas, Infantil Aros y Mazas, Alevín Pelotas y 1a Categoría Aros y Pelotas.",400.00
Gimnasia,Copa España Conjuntos Iberdrola GR,"Pamplona acoge la tercera fase de la Copa España Conjuntos de Gimnasia Rítmica 2023. Disfruta de las competiciones en las categorías Sénior Aros y Pelotas, Júnior Cintas y Pelotas, Infantil Aros y Mazas, Alevín Pelotas y 1a Categoría Aros y Pelotas.",400.00
Gimnasia,Copa de España Conjuntos - 1ª Fase,El Palacio de los Deportes de Santander acoge la Primera Fase de la Copa de España de Conjuntos de Gimnasia Rítmica 2023.,0.00
Gimnasia,Copa de España Conjuntos - 1ª Fase,El Palacio de los Deportes de Santander acoge la Primera Fase de la Copa de España de Conjuntos de Gimnasia Rítmica 2023. ,335.00
Gimnasia,Copa de España Conjuntos – 1ª Fase,El Polideportivo Pisuerga de Valladolid acoge la 1ª Fase de la Copa de España Conjuntos de Gimnasia Rítmica 2021.,314.65
Gimnasia,Copa de España Conjuntos – 1ª Fase,El Polideportivo Pisuerga de Valladolid acoge la 1ª Fase de la Copa de España Conjuntos de Gimnasia Rítmica 2021.,320.00
Gimnasia,Copa de España Conjuntos – 2ª Fase,"El Centro Nacional Colonia Sport de Alfafar (Valencia), acoge la 2ª Fase de la Copa de España Conjuntos de Gimnasia Rítmica 2021.",308.28
Gimnasia,Copa de España Conjuntos – 2ª Fase,"El Centro Nacional Colonia Sport de Alfafar (Valencia), acoge la 2ª Fase de la Copa de España Conjuntos de Gimnasia Rítmica 2021.",315.00
Gimnasia,Copa de España Masculina,"El Palacio de los Deportes de Santander acoge la Copa Base de Conjuntos, la 1º Fase de la Copa de España de Conjuntos, la Copa de la Reina individual y la Copa de España Masculina de Gimnasia Rítmica. 
",272.08
Gimnasia,Copa de España Masculina,El Palacio de los Deportes de Santander acoge la Copa de España Masculina de Gimnasia Rítmica 2023. ,0.00
Gimnasia,Copa de España Masculina,"El Palacio de los Deportes de Santander acoge la Copa Base de Conjuntos, la 1º Fase de la Copa de España de Conjuntos, la Copa de la Reina individual y la Copa de España Masculina de Gimnasia Rítmica. 
",271.00
Gimnasia,Copa de España Masculina,El Palacio de los Deportes de Santander acoge la Copa de España Masculina de Gimnasia Rítmica 2023.,319.00
Gimnasia,Copa de España masculina,El Polideportivo Pisuerga de Valladolid acoge la Copa de España masculina de Gimnasia Rítmica 2021.,208.10
Gimnasia,Copa de España masculina,El Polideportivo Pisuerga de Valladolid acoge la Copa de España masculina de Gimnasia Rítmica 2021.,212.00
Gimnasia,Copa de la Reina Individual,"El Palacio de los Deportes de Santander acoge la Copa Base de Conjuntos, la 1º Fase de la Copa de España de Conjuntos, la Copa de la Reina individual y la Copa de España Masculina de Gimnasia Rítmica. 
",329.82
Gimnasia,Copa de la Reina Individual,El Polideportivo Pisuerga de Valladolid acoge la Copa de la Reina Individual de Gimnasia Rítmica 2021.,249.82
Gimnasia,Copa de la Reina Individual,El Palacio de los Deportes de Santander acoge la Copa de la Reina Individual de Gimnasia Rítmica 2023.,0.00
Gimnasia,Copa de la Reina Individual,El Polideportivo Pisuerga de Valladolid acoge la Copa de la Reina Individual de Gimnasia Rítmica 2021.,253.00
Gimnasia,Copa de la Reina Individual,"El Palacio de los Deportes de Santander acoge la Copa Base de Conjuntos, la 1º Fase de la Copa de España de Conjuntos, la Copa de la Reina individual y la Copa de España Masculina de Gimnasia Rítmica. 
",334.00
Gimnasia,Copa de la Reina Individual,El Palacio de los Deportes de Santander acoge la Copa de la Reina Individual de Gimnasia Rítmica 2023. ,337.00
Gimnasia,Copa del Mundo de Trampolín,Copa del Mundo de Trampolín,0.00
Gimnasia,Cto. España Equipos GR 2019 Alevin: Irene Guisasola,Ejercicio de Irene Guisasola (CR Ruth Ritmo) en el Campeonato de España de Equipos Gimnasia Rítmica Zaragoza 2019.,1.57
Gimnasia,Cto. España Equipos GR 2019 Infantil: Nikole Dayana Isaza,"Ejercicio de Nikole Dayana Isaza (Es Vinyet, BAL) en el Campeonato de España de Equipos Gimnasia Rítmica Zaragoza 2019.",1.57
Gimnasia,Cto. España Equipos GR 2019 Junior: Alexandra Georgiana Orac,"Ejercicio con la pelota de Alexandra Georgiana Orac (Club Escuela GR Zaragoza, ARA) en el Campeonato de España de Equipos Gimnasia Rítmica Zaragoza 2019.",1.57
Gimnasia,Cto. España Equipos GR 2019 Primera: Olatz Rodriguez,"Ejercicio con la pelota de Olatz Rodriguez (Club Ritmo, CYL) en el Campeonato de España de Equipos Gimnasia Rítmica Zaragoza 2019.",1.55
Gimnasia,Cto. España Equipos GR 2019 Senior: Natalia Gago,"Ejercicio con el aro de Natalia Gago (Club Ritmo, CYL) en el Campeonato de España de Equipos Gimnasia Rítmica Zaragoza 2019.",1.53
Gimnasia,"Cto. España Individual, Clubes y Autonomías y Nacional Base - Jueves mañana","El pabellón Navarra Arena (Pamplona) acoge el Campeonato de España Individual, Clubes y Autonomías y el Nacional Base masculino de Gimnasia Artística.",0.00
Gimnasia,"Cto. España Individual, Clubes y Autonomías y Nacional Base - Jueves mañana","El pabellón Navarra Arena (Pamplona) acoge el Campeonato de España Individual, Clubes y Autonomías y el Nacional Base masculino de Gimnasia Artística.",224.00
Gimnasia,"Cto. España Individual, Clubes y Autonomías y Nacional Base - Jueves tarde","El pabellón Navarra Arena (Pamplona) acoge el Campeonato de España Individual, Clubes y Autonomías y el Nacional Base masculino de Gimnasia Artística.",0.00
Gimnasia,"Cto. España Individual, Clubes y Autonomías y Nacional Base - Jueves tarde","El pabellón Navarra Arena (Pamplona) acoge el Campeonato de España Individual, Clubes y Autonomías y el Nacional Base masculino de Gimnasia Artística.",455.00
Gimnasia,"Cto. España Individual, Clubes y Autonomías y Nacional Base - Miércoles mañana","El pabellón Navarra Arena (Pamplona) acoge el Campeonato de España Individual, Clubes y Autonomías y el Nacional Base masculino de Gimnasia Artística.",0.00
Gimnasia,"Cto. España Individual, Clubes y Autonomías y Nacional Base - Miércoles mañana","El pabellón Navarra Arena (Pamplona) acoge el Campeonato de España Individual, Clubes y Autonomías y el Nacional Base masculino de Gimnasia Artística.",265.00
Gimnasia,"Cto. España Individual, Clubes y Autonomías y Nacional Base - Miércoles tarde","El pabellón Navarra Arena (Pamplona) acoge el Campeonato de España Individual, Clubes y Autonomías y el Nacional Base masculino de Gimnasia Artística.",0.00
Gimnasia,"Cto. España Individual, Clubes y Autonomías y Nacional Base - Miércoles tarde","El pabellón Navarra Arena (Pamplona) acoge el Campeonato de España Individual, Clubes y Autonomías y el Nacional Base masculino de Gimnasia Artística.",362.00
Gimnasia,"Cto. España Individual, Clubes y Autonomías y Nacional Base - Sábado mañana","El pabellón Navarra Arena (Pamplona) acoge el Campeonato de España Individual, Clubes y Autonomías y el Nacional Base masculino de Gimnasia Artística.",0.00
Gimnasia,"Cto. España Individual, Clubes y Autonomías y Nacional Base - Sábado mañana","El pabellón Navarra Arena (Pamplona) acoge el Campeonato de España Individual, Clubes y Autonomías y el Nacional Base masculino de Gimnasia Artística.",371.00
Gimnasia,"Cto. España Individual, Clubes y Autonomías y Nacional Base - Sábado tarde","El pabellón Navarra Arena (Pamplona) acoge el Campeonato de España Individual, Clubes y Autonomías y el Nacional Base masculino de Gimnasia Artística.",0.00
Gimnasia,"Cto. España Individual, Clubes y Autonomías y Nacional Base - Sábado tarde","El pabellón Navarra Arena (Pamplona) acoge el Campeonato de España Individual, Clubes y Autonomías y el Nacional Base masculino de Gimnasia Artística.",388.00
Gimnasia,"Cto. España Individual, Clubes y Autonomías y Nacional Base - Viernes mañana","El pabellón Navarra Arena (Pamplona) acoge el Campeonato de España Individual, Clubes y Autonomías y el Nacional Base masculino de Gimnasia Artística.",0.00
Gimnasia,"Cto. España Individual, Clubes y Autonomías y Nacional Base - Viernes mañana","El pabellón Navarra Arena (Pamplona) acoge el Campeonato de España Individual, Clubes y Autonomías y el Nacional Base masculino de Gimnasia Artística.",171.00
Gimnasia,"Cto. España Individual, Clubes y Autonomías y Nacional Base - Viernes tarde","El pabellón Navarra Arena (Pamplona) acoge el Campeonato de España Individual, Clubes y Autonomías y el Nacional Base masculino de Gimnasia Artística.",0.00
Gimnasia,"Cto. España Individual, Clubes y Autonomías y Nacional Base - Viernes tarde","El pabellón Navarra Arena (Pamplona) acoge el Campeonato de España Individual, Clubes y Autonomías y el Nacional Base masculino de Gimnasia Artística.",186.00
Gimnasia,Cto. España individual y autonomías – Domingo mañana,Ourense acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2022.,0.00
Gimnasia,Cto. España individual y autonomías – Domingo mañana,Ourense acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2022.,395.00
Gimnasia,Cto. España individual y autonomías – Domingo tarde,Ourense acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2022.,0.00
Gimnasia,Cto. España individual y autonomías – Domingo tarde,Ourense acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2022.,245.00
Gimnasia,Cto. España individual y autonomías – Lunes mañana,"El Centro Nacional Colonia Sport de Alfafar (Valencia), acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2021 en categoría Infantil.",325.77
Gimnasia,Cto. España individual y autonomías – Lunes mañana,"El Centro Nacional Colonia Sport de Alfafar (Valencia), acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2021 en categoría Infantil.",321.00
Gimnasia,Cto. España individual y autonomías – Lunes tarde,"El Centro Nacional Colonia Sport de Alfafar (Valencia), acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2021 en categorías Alevín y Benjamín.",367.02
Gimnasia,Cto. España individual y autonomías – Lunes tarde,"El Centro Nacional Colonia Sport de Alfafar (Valencia), acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2021 en categorías Alevín y Benjamín.",368.00
Gimnasia,Cto. España individual y autonomías – Martes mañana,"El Centro Nacional Colonia Sport de Alfafar (Valencia), acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2021 en categoría Júnior.",369.87
Gimnasia,Cto. España individual y autonomías – Martes mañana,"El Centro Nacional Colonia Sport de Alfafar (Valencia), acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2021 en categoría Júnior.",372.00
Gimnasia,Cto. España individual y autonomías – Martes tarde,"El Centro Nacional Colonia Sport de Alfafar (Valencia), acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2021 en categorías Primera y Honor.",187.47
Gimnasia,Cto. España individual y autonomías – Martes tarde,"El Centro Nacional Colonia Sport de Alfafar (Valencia), acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2021 en categorías Primera y Honor.",215.00
Gimnasia,Cto. España individual y autonomías – Miércoles mañana,"El Centro Nacional Colonia Sport de Alfafar (Valencia), acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2021 en categoría Sénior.",388.58
Gimnasia,Cto. España individual y autonomías – Miércoles mañana,"El Centro Nacional Colonia Sport de Alfafar (Valencia), acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2021 en categoría Sénior.",389.00
Gimnasia,Cto. España individual y autonomías – Miércoles tarde,"El Centro Nacional Colonia Sport de Alfafar (Valencia), acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2021 en categorías Primera, Júnior Honor y Honor.",224.23
Gimnasia,Cto. España individual y autonomías – Miércoles tarde,"El Centro Nacional Colonia Sport de Alfafar (Valencia), acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2021 en categorías Primera, Júnior Honor y Honor.",222.00
Gimnasia,Cto. España individual y autonomías – Sábado mañana,Ourense acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2022.,0.00
Gimnasia,Cto. España individual y autonomías – Sábado mañana,Ourense acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2022.,368.00
Gimnasia,Cto. España individual y autonomías – Sábado tarde,Ourense acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2022.,0.00
Gimnasia,Cto. España individual y autonomías – Sábado tarde,Ourense acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2022.,372.00
Gimnasia,Cto. España individual y autonomías – Viernes mañana,Ourense acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2022.,0.00
Gimnasia,Cto. España individual y autonomías – Viernes mañana,Ourense acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2022.,435.00
Gimnasia,Cto. España individual y autonomías – Viernes tarde,Ourense acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2022.,0.00
Gimnasia,Cto. España individual y autonomías – Viernes tarde,Ourense acoge el Campeonato de España individual y autonomías de Gimnasia Rítmica 2022.,350.00
Gimnasia,Cto. España y Nacional Base - Domingo,"El Polideportivo San Pablo de Sevilla acoge el Campeonato de España y Nacional Base de Gimnasia Acrobática 2022 en las categorías juvenil, junior y senior.",0.00
Gimnasia,Cto. España y Nacional Base - Domingo,"El Polideportivo San Pablo de Sevilla acoge el Campeonato de España y Nacional Base de Gimnasia Acrobática 2022 en las categorías juvenil, junior y senior.",253.00
Gimnasia,Cto. España y Nacional Base - Jueves mañana,"El Polideportivo San Pablo de Sevilla acoge el Campeonato de España y Nacional Base de Gimnasia Acrobática 2022 en las categorías alevín, infantil y cadete base.",0.00
